"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"5518812",-118.068559046,34.041230212,2012,"1900","3","7","3","01",0,1,"A",,,,,"Y",1200,1,"C","C","A","RT 60","RT 164",750,"W","N","2013-10-02",9535,"2012-01-29",905,"18527",,"1","9","0","1",,"2","620","-","Y","LA",7,60,"-","-",9.37,"H","-","E","Y",2,"A","-",23152,"A","N","A","H","-","A","D","1","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","UNINCORPORATED","LOS ANGELES","CA",-118.06711,34.04121
"5518811",-118.312233214,33.945454109,2012,"1942","0","6","4","-",0,1,"A",,,,,,600,1,"E","J","A","CENTURY BL","RUTHELEN ST",24,"E","N","2013-06-19",1942,"2012-01-07",530,"37990","1283","5","7","0","0","L","0","12A15","-","N",,0,0,,,0,,,,"Y",1,"A","-",0,,"N","A","H","-","C","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518808",-118.174562115,34.001364887,2012,"1973","1","2","4","03",0,1,"B",,,,,,1200,1,"E","I","A","RT 710","BANDINI BL",55,"S","N","2013-09-13",9535,"2012-01-24",1015,"17954",,"1","1","0","1",,"2","073","-","Y","LA",7,710,"-","-",22.063,"R","2","S","Y",1,"A","-",22350,,"N","B","H","-","A","D","1","Y","A","01",0,0,1,0,0,0,0,0,0,"TO","-","VERNON","LOS ANGELES","CA",-118.17704,33.99859
"5518807",-118.295862322,33.9875148701,2012,"1942","0","4","4","12",0,1,"A",,,,,,1800,1,"D","C","A","59TH ST","BUDLONG",0,,"Y","2013-06-19",1942,"2012-01-05",1700,"38306","1239","5","7","0","0","L","0","12Z18","-","N",,0,0,,,0,,,,"Y",2,"A","-",22450,"A","N","A","H","-","C","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518804",-118.420203298,34.031887274,2012,"1942","1","5","4","07",0,1,"A",,,"Y",,,1200,1,"F","A","A","RT 10","OVERLAND AV",350,"E","N","2013-09-20",9565,"2012-01-13",945,"19147",,"1","7","0","1",,"2","083","-","Y","LA",7,10,"-","R",6.47,"H","-","W","Y",2,"A","-",21658,"A","N","A","H","-","A","D","1","Y","C","02",0,0,1,0,0,0,0,0,1,"-","-","LOS ANGELES","LOS ANGELES","CA",-118.41572,34.02976
"5518803",-118.291812212,33.9600248624,2012,"1942","0","5","2","-",0,1,"A",,"Y",,,,1500,1,"B","G","A","MANCHESTER AV","VERMONT AV",0,,"Y","2013-06-19",1942,"2012-01-06",1230,"37961","1267","5","7","0","0","L","0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",0,,"F","A","H","-","A","A","0","Y","-","-",1,0,0,0,0,0,1,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5518800",-118.34271438,34.0045581334,2012,"1900","5","5","2","08",0,1,"A",,,,,,1500,1,"E","I","A","STOCKER ST","PRESIDIO DR",450,"W","N","2012-03-23",9565,"2012-01-13",1255,"019031",,"1","9","0","3",,"2","003","-","N",,0,0,,,0,,,,"Y",1,"A","-",22107,,"N","A","H","-","A","D","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","UNINCORPORATED","LOS ANGELES","CA",-118.34301,34.00449
"5518781",-118.300256756,33.9461521062,2012,"1900","4","6","4","07",0,1,"A",,,,,,1800,1,"B","C","A","NORMANDIE AV","98TH ST",300,"S","N","2013-08-02",9565,"2012-01-21",1740,"20279",,"2","9","0","2",,"2","022","-","N",,0,0,,,0,,,,"Y",2,"A","-",21658,"A","N","A","H","-","C","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","LOS ANGELES","CA",-118.29999,33.94678
"5518777",-118.376668656,33.971014428,2012,"1942","1","4","4","03",0,1,"B",,,,,,2100,1,"C","C","A","RT 405","LA TIJERA BL",300,"S","N","2013-09-16",9565,"2012-01-19",1854,"19443",,"2","7","0","1",,"2","060","-","Y","LA",7,405,"-","-",24.149,"R","1","S","N",2,"A","-",22350,,"N","A","H","-","C","A","1","Y","A","01",0,0,1,0,0,0,0,0,0,"FR","-","LOS ANGELES","LOS ANGELES","CA",-118.37722,33.97111
"5518773",-118.161850188,34.0369709305,2012,"1900","4","5","4","03",0,1,"A",,,,,,1800,1,"C","C","A","MEDNIK AV","1ST ST",20,"S","N","2013-06-26",9535,"2012-01-27",1535,"17722",,"2","9","0","2",,"2","016","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","LOS ANGELES","CA",-118.16179,34.03678
"5518769",-118.136443466,34.071304898,2012,"1901","1","6","4","08",0,3,"A",,,,,,2100,1,"E","I","A","RT 10","ATLANTIC BL",177,"W","N","2013-09-25",9535,"2012-01-21",2035,"20336",,"2","5","0","1",,"2","420","-","Y","LA",7,10,"-","-",23.287,"R","3","E","Y",1,"A","-",22107,,"N","A","H","-","E","D","1","Y","A","07",0,0,3,0,0,0,0,0,0,"TO","-","ALHAMBRA","LOS ANGELES","CA",-118.13518,34.07113
"5518765",-118.26349908,33.927284875,2012,"1942","1","6","4","03",0,1,"A",,,,,,2100,1,"C","C","A","RT 105","CENTRAL AV",1320,"W","N","2013-09-11",9530,"2012-01-21",1825,"20001",,"2","7","0","1",,"2","200","-","Y","LA",7,105,"-","R",8.55,"H","-","E","N",2,"A","-",22350,,"N","A","H","-","B","D","1","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",-118.25447,33.92791
"5518761",-118.11911501,33.802788236,2012,"1941","1","1","4","03",0,1,"B",,,,,,1200,1,"C","C","A","RT 405","BELLFLOWER BL",1584,"S","N","2013-09-16",9530,"2012-01-23",1015,"14298",,"1","7","0","1",,"2","430","C","Y","LA",7,405,"-","-",1.88,"H","-","N","N",2,"A","-",22350,,"N","A","H","-","A","D","1","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LONG BEACH","LOS ANGELES","CA",0,0
"5518757",-118.247792178,33.978454957,2012,"1900","5","2","4","12",0,1,"A",,,,,,1500,1,"D","C","A","COMPTON AV","68TH ST",0,,"Y","2013-06-24",9530,"2012-01-24",1320,"13140",,"1","9","0","3",,"2","001","-","N",,0,0,,,0,,,,"N",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","LOS ANGELES","CA",-118.2477,33.97859
"5518753",-118.421422499,34.031895106,2012,"1942","1","3","4","07",0,1,"A",,,"Y",,,900,1,"B","C","A","RT 10","OVERLAND AV",50,"E","N","2013-09-20",9565,"2012-01-18",740,"19879",,"1","7","0","1",,"2","083","-","Y","LA",7,10,"-","R",6.4,"H","-","W","Y",2,"A","-",21658,"A","N","A","H","-","A","D","1","Y","A","01",0,0,1,0,0,0,0,0,1,"-","-","LOS ANGELES","LOS ANGELES","CA",-118.41747,34.03199
"5518749",-118.182282224,34.1962349045,2012,"1991","0","1","4","09",0,2,"C",,,,,,1500,1,"D","C","A","FOOTHILL BL","DALERIDGE RD",0,,"Y","2013-06-24",1900,"2012-01-23",1452,"442490","1264","5","3","0","0",,"0","121T1","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","B","H","-","A","D","0","Y","A",,0,0,2,0,0,0,0,0,0,"-","-","LA CANADA-FLINTRIDGE","LOS ANGELES","CA",0,0
"5518013",-118.166698928,33.7634689602,2012,"1941","0","1","4","05",0,1,"A",,"Y",,,,1200,1,"H","G","A","JUNIPERO","OCEAN",250,"S","N","2013-06-28",1941,"2012-01-30",1040,"5969",,"5","7","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",21651,"B","N","A","H","-","A","D","0","Y","E",,0,0,1,0,0,0,1,0,0,"-","-","LONG BEACH","LOS ANGELES","CA",0,0
"5517997",-118.481744177,34.110392673,2012,"1942","1","2","3","08",0,4,"A",,,,,,600,1,"E","I","A","RT 405","BEL AIR CREST DR",100,"S","N","2013-09-10",9565,"2012-01-03",435,"20264",,"3","7","0","1",,"2","064","-","Y","LA",7,405,"-","-",35.79,"H","-","S","Y",1,"A","-",22107,,"N","A","H","-","C","D","1","Y","A","01",0,2,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",-118.39286,33.98751
"5517996",-118.416147046,34.031703018,2012,"1942","1","7","3","01",0,1,"A",,,,,"Y",900,1,"E","I","A","RT 10","OVERLAND AV",50,"W","N","2013-09-20",9565,"2012-01-15",600,"016995",,"1","7","0","1",,"2","083","-","Y","LA",7,10,"-","R",6.39,"H","-","E","Y",1,"A","-",23152,"A","N","A","H","-","D","D","1","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",-118.41749,34.03163
"5517995",-118.370558694,33.904573383,2012,"1928","1","7","3","03",0,1,"A",,,,,,1500,1,"C","C","A","RT 405","ROSECRANS AV",200,"N","N","2013-09-16",9565,"2012-01-08",1350,"020116",,"1","5","0","1",,"2","060","-","Y","LA",7,405,"-","-",19.28,"H","-","S","N",2,"A","-",22350,,"N","A","H","-","A","D","1","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","HAWTHORNE","LOS ANGELES","CA",-118.37074,33.90345
"5517994",-118.389692146,33.931404867,2012,"1942","1","3","4","07",0,1,"A",,,"Y",,,900,1,"B","C","A","RT 105","SEPULVEDA BL",200,"W","N","2013-09-11",9565,"2012-01-18",755,"019624",,"1","7","0","1",,"2","010","-","Y","LA",7,105,"-","R",0.74,"R","2","W","N",2,"A","-",21658,"A","N","A","H","-","A","D","1","Y","A","01",0,0,1,0,0,0,0,0,1,"TO","-","LOS ANGELES","LOS ANGELES","CA",-118.39577,33.93236
"5517993",-118.368271035,33.947493868,2012,"1933","1","1","4","08",0,2,"A",,,,,,1200,1,"C","C","A","RT 405","ARBOR VITAE ST",400,"S","N","2013-09-16",9565,"2012-01-02",1145,"019617",,"1","6","0","1",,"2","060","-","Y","LA",7,405,"-","-",22.666,"R","1","N","Y",2,"A","-",22107,,"N","A","H","-","A","D","1","Y","A","07",0,0,2,0,0,0,0,0,0,"FR","-","INGLEWOOD","LOS ANGELES","CA",-118.3691,33.9522
"5517992",-118.492722169,34.012334871,2012,"1965","3","7","3","03",0,1,"A",,,,,,300,1,"E","I","A","RT 1","MAIN ST",100,"E","N","2013-10-03",9565,"2012-01-15",205,"20264",,"3","5","0","1",,"2","080","-","Y","LA",7,1,"-","-",35.05,"H","-","N","Y",1,"A","-",22350,,"N","A","H","-","C","D","1","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","SANTA MONICA","LOS ANGELES","CA",-118.4909,34.01246
"5517991",-118.421880223,34.031878562,2012,"1942","1","7","4","03",0,1,"A",,,,,,2100,1,"C","C","A","RT 10","OVERLAND AV",175,"W","N","2013-09-18",9565,"2012-01-15",1900,"20284",,"2","7","0","1",,"2","083","-","Y","LA",7,10,"-","R",6.37,"H","-","W","Y",5,"A","-",22350,,"N","A","H","-","C","D","1","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",-118.41829,34.03189
"5517990",-118.452295499,34.056119043,2012,"1900","1","6","4","03",0,1,"A",,,,,,1200,1,"C","C","A","RT 405","WILSHIRE BL",50,"N","N","2013-09-10",9565,"2012-01-07",1125,"019595",,"1","9","0","1",,"2","063","-","Y","LA",7,405,"-","-",31.58,"H","-","N","N",2,"A","-",22350,,"N","A","H","-","A","D","1","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","LOS ANGELES","CA",-118.45214,34.05601
"5517983",-118.107463343,34.0098681984,2012,"1947","0","4","4","03",0,1,"A",,,,,"Y",1500,1,"C","E","A","WHITTIER BL","MONTEBELLO BL",256,"E","N","2013-09-11",1947,"2012-01-05",1228,"1283",,"5","5","0","0",,"0","00C","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"F","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","MONTEBELLO","LOS ANGELES","CA",0,0
"5517982",-118.125862295,34.0214348818,2012,"1947","0","7","4","12",0,2,"A",,,,,,900,1,"B","C","A","BEVERLY BL","VIA VAL VERDE",0,,"Y","2013-06-15",1947,"2012-01-15",854,"1351","3A","5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","-","-",0,0,2,0,0,0,0,0,0,"-","-","MONTEBELLO","LOS ANGELES","CA",-118.1288,34.02156
"5517981",-118.129976735,34.0261227194,2012,"1947","0","7","4","07",0,1,"A",,,,,"Y",1500,1,"A","C","A","GARFIELD AV","VIA SAN DELARRO",221,"N","N","2013-06-15",1947,"2012-01-15",1318,"1351","1A","5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",4,"A","-",21658,"A","F","A","H","-","A","D","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","MONTEBELLO","LOS ANGELES","CA",-118.12169,34.01565
"5517980",-118.119407752,34.0003683355,2012,"1947","0","6","3","01",0,1,"A",,,,,"Y",2400,1,"A","E","A","TAYLOR AV","BEACH ST",30,"N","N","2013-06-15",1947,"2012-01-07",2245,"1325",,"5","5","0","0",,"0","00E","-","N",,0,0,,,0,,,,"Y",2,"A","-",23152,"A","N","A","H","-","C","D","0","Y","-","-",0,1,0,0,0,0,0,0,0,"-","-","MONTEBELLO","LOS ANGELES","CA",0,0
"5517979",-118.118150745,34.0329088826,2012,"1947","0","2","4","01",0,1,"A",,,,,"Y",300,1,"C","C","A","VIA CAMPO","VAIL AV",33,"W","N","2013-06-15",1947,"2012-01-31",230,"1383",,"5","5","0","0",,"0","00B","-","N",,0,0,,,0,,,,"Y",3,"A","-",23152,"A","N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","MONTEBELLO","LOS ANGELES","CA",0,0
"5517978",-118.107492193,34.0119049712,2012,"1947","0","3","3","12",0,1,"A",,"Y",,,,900,1,"D","G","A","MONTEBELLO BL","CLEVELAND AV",0,,"Y","2013-06-15",1947,"2012-01-18",618,"1390",,"5","5","0","0",,"0","00B","-","N",,0,0,,,0,,,,"N",2,"A","-",21453,"A","N","A","H","-","C","A","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","MONTEBELLO","LOS ANGELES","CA",0,0
"5517977",-118.141582227,34.0248548856,2012,"1947","0","7","4","12",0,1,"A",,"Y",,,,2400,1,"G","G","A","BEVERLY BL","BRADSHAWE ST",0,,"Y","2013-06-15",1947,"2012-01-15",2136,"1385",,"5","5","0","0",,"0","00A","-","N",,0,0,,,0,,,,"N",2,"A","-",21453,"A","N","A","H","-","C","A","0","Y","-","-",0,0,1,0,0,0,1,0,0,"-","-","MONTEBELLO","LOS ANGELES","CA",0,0
"5517976",-118.091877436,34.0333199012,2012,"1947","0","1","4","09",0,3,"B",,,,,,1800,1,"D","C","A","N MONTEBELLO BL","PARAMOUNT BL",500,"S","N","2013-06-15",1947,"2012-01-23",1617,"1364",,"5","5","0","0",,"0","01B","-","N",,0,0,,,0,,,,"Y",2,"A","-",21800,"A","N","B","H","-","A","A","0","Y","-","-",0,0,3,0,0,0,0,0,0,"-","-","MONTEBELLO","LOS ANGELES","CA",-118.099,34.01515
"5517975",-118.125122165,34.0314175554,2012,"1947","0","1","4","03",0,1,"A",,,,,,900,1,"C","C","A","WILCOX AV","VIA CAMPO",495,"S","N","2013-06-15",1947,"2012-01-09",830,"1385",,"5","5","0","0",,"0","00A","-","N",,0,0,,,0,,,,"N",3,"A","-",22350,,"N","A","H","-","A","D","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","MONTEBELLO","LOS ANGELES","CA",0,0
"5517974",-118.094271662,34.0429127602,2012,"1947","0","1","4","04",0,2,"A",,,,,,900,1,"C","C","A","ARROYO DR","NEIL ARMSTRONG ST",120,"E","N","2013-08-20",1947,"2012-01-09",706,"1363",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",3,"A","-",21703,,"N","A","H","-","A","D","0","Y","J","48",0,0,2,0,0,0,0,0,0,"-","-","MONTEBELLO","LOS ANGELES","CA",-118.09429,34.04541
"5517973",-118.072892246,34.0309548765,2012,"1947","0","5","4","09",0,2,"A",,,,,,1500,1,"C","C","A","LINCOLN AV","SAN GABRIEL BL",0,,"Y","2013-06-15",1947,"2012-01-13",1345,"1363",,"5","5","0","0",,"0","00F","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"B","N","A","H","-","A","A","0","Y","-","-",0,0,2,0,0,0,0,0,0,"-","-","MONTEBELLO","LOS ANGELES","CA",-118.07276,34.03104
"5517972",-118.093044023,34.0144009341,2012,"1947","0","1","4","09",0,1,"A",,,,,,2100,1,"C","C","A","BEVERLY BL","REA DR",7,"W","N","2013-06-15",1947,"2012-01-02",2058,"1384",,"5","5","0","0",,"0","CCHARL","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"B","N","A","H","-","C","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","MONTEBELLO","LOS ANGELES","CA",0,0
"5517971",-118.108282268,34.0100349639,2012,"1947","0","6","3","05",0,1,"A",,"Y",,,,300,1,"D","G","A","MONTEBELLO BL","WHITTIER BL",0,,"Y","2013-09-11",1947,"2012-01-07",4,"1368",,"5","5","0","0",,"0","00B","-","N",,0,0,,,0,,,,"N",2,"A","-",21650,"1","N","A","H","-","C","A","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","MONTEBELLO","LOS ANGELES","CA",0,0
"5517970",-118.10598225,34.0172049027,2012,"1947","0","1","4","09",0,1,"C",,,,,,1500,1,"A","C","A","BEVERLY BL","MONTEBELLO BL",0,,"Y","2013-06-15",1947,"2012-01-23",1213,"1364",,"5","5","0","0",,"0","01B","-","N",,0,0,,,0,,,,"Y",2,"A","-",21800,"A","N","B","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","MONTEBELLO","LOS ANGELES","CA",-118.1165,34.01922
"5517969",-118.12769223,34.0110149341,2012,"1947","0","1","4","12",0,3,"A",,,,,,600,1,"D","C","A","OLYMPIC BL","CONCOURSE AV",0,,"Y","2013-06-15",1947,"2012-01-16",357,"1385",,"5","5","0","0",,"0","00A","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","G","-","C","A","0","Y","-","-",0,0,3,0,0,0,0,0,0,"-","-","MONTEBELLO","LOS ANGELES","CA",0,0
"5517968",-118.093087753,34.0144130814,2012,"1947","0","7","4","03",0,2,"A",,,,,,2100,1,"C","C","A","BEVERLY BL","REA DR",21,"W","N","2013-06-15",1947,"2012-01-15",1858,"1283",,"5","5","0","0",,"0","00C","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","B","H","-","C","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","MONTEBELLO","LOS ANGELES","CA",-118.09396,34.01457
"5517560",-118.252012293,34.0466249181,2012,"1942","0","3","4","12",0,1,"A",,,,,,900,1,"D","C","A","6TH ST","BROADWAY",0,,"Y","2013-07-24",1942,"2012-01-18",820,"37611","0153","5","7","0","0","A","0","1TL24","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5517559",-118.230375431,34.0595032346,2012,"1942","0","7","3","10",0,1,"A","Y",,,,,900,1,"G","B","C","BAUCHET ST","VIGNES ST",624,"E","N","2013-06-27",1942,"2012-01-08",600,"37611","0119","5","7","0","0","A","0","1TL11","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","B","A","0","Y","A","01",0,1,0,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5517558",-118.251500391,34.0509180586,2012,"1942","0","1","4","04",0,2,"A",,,,,,900,1,"C","C","A","OLIVE ST","4TH ST",6,"N","N","2013-06-27",1942,"2012-01-09",810,"35292","142","5","7","0","0","N","0","1A61","-","N",,0,0,,,0,,,,"Y",2,"A","-",21703,,"N","A","H","-","A","A","0","Y","-","-",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5517557",-118.229481958,34.0602085729,2012,"1942","0","1","4","09",0,1,"B",,,,,,1200,1,"D","C","A","BAUCHET ST","VIGNES ST",1000,"E","N","2013-09-11",1942,"2012-01-23",1115,"25521","0119","5","7","0","0","A","0","A12","C","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","B","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5517556",-118.239361767,34.0477081383,2012,"1942","0","6","4","05",0,1,"A",,"Y",,,,1800,1,"D","G","A","2ND ST","CENTRAL AV",4,"S","N","2013-06-27",1942,"2012-01-21",1630,"40325","0128","5","7","0","0","A","0","1T24","-","N",,0,0,,,0,,,,"N",2,"A","-",21650,,"N","A","H","-","A","A","0","Y","L","04",0,0,1,0,0,0,1,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5516871",0,0,2012,"1942","0","6","4","03",0,1,"A",,,,,,2100,1,"C","C","A","108TH ST","CENTRAL AV",150,"E","N","2013-06-26",1942,"2012-01-28",1900,"37743","1837","5","7","0","0","R","0","18A18","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"F","A","H","-","C","D","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5516829",-118.303475367,34.0108348481,2012,"1942","0","1","4","05",0,1,"A",,"Y",,,,900,1,"D","G","A","MLK BL","DALTON AV",4,"W","N","2013-06-27",1942,"2012-01-30",855,"36399","0376","5","7","0","0","C","0","3TL5","-","N",,0,0,,,0,,,,"N",2,"A","-",21650,,"N","A","H","-","A","A","0","Y","L","04",0,0,1,0,0,0,1,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5516825",-118.369862264,34.034434945,2012,"1942","0","2","4","10",0,1,"A","Y",,,,,900,1,"G","B","B","FAIRFAX AV","WASHINGTON BL",0,,"Y","2013-06-27",1942,"2012-01-24",615,"40059","0301","5","7","0","0","C","0","3TL5","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","B","A","0","Y","A","01",0,0,1,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5516054",-118.243486282,33.9456855985,2012,"1942","0","2","4","03",0,1,"A",,,,,,2400,1,"C","C","A","GRANDEE AV","CENTURY BL",18,"S","N","2013-07-11",1942,"2012-01-31",2145,"35936","1837","5","7","0","0","R","0","3T5","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"F","A","H","-","C","D","0","Y","-","99",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5515997",-118.285899859,33.915861676,2012,"1942","1","3","4","03",0,1,"A",,,,,,1800,1,"C","C","A","RT 110","EL SEGUNDO BL",528,"S","N","2013-09-18",9530,"2012-01-18",1718,"17046",,"2","7","0","1",,"2","110","-","Y","LA",7,110,"-","-",12.8,"H","-","N","Y",2,"A","-",22350,,"N","A","H","-","C","D","1","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",-118.28679,33.91227
"5515993",-117.811772063,34.11965492,2012,"1960","1","5","4","03",0,1,"A",,,,,,2100,1,"C","C","A","RT 210","SAN DIMAS AV",390,"W","N","2013-09-11",9525,"2012-01-27",2020,"16603",,"2","4","0","1",,"2","208","-","Y","LA",7,210,"-","R",45.346,"R","1","E","Y",3,"A","-",22350,,"N","A","H","-","C","A","1","Y","A","07",0,0,1,0,0,0,0,0,0,"TO","-","SAN DIMAS","LOS ANGELES","CA",-117.80823,34.11936
"5515990",-118.011442207,33.9002349172,2012,"1936","0","2","3","-",0,1,"A",,"Y",,,,1500,1,"D","G","A","LA MIRADA BL","BADLONA DR",0,,"Y","2013-09-11",1900,"2012-01-31",1445,"257054","0462","5","4","0","0",,"0","46M2","-","N",,0,0,,,0,,,,"N",2,"A","I",0,,"N","A","H","-","A","D","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","LA MIRADA","LOS ANGELES","CA",0,0
"5515986",-118.357642077,33.8845103158,2012,"1939","0","5","3","10",0,1,"A","Y",,,,,2400,1,"G","B","B","FIRMONA AV","161ST ST",2,"N","N","2013-06-15",1900,"2012-01-06",2200,"513425","0334","5","4","0","0",,"0","35T1EM","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","C","A","0","Y","A","01",0,1,0,0,1,0,0,0,0,"-","-","LAWNDALE","LOS ANGELES","CA",0,0
"5515982",0,0,2012,"1939","0","4","3","09",0,1,"A",,,,,,900,1,"D","C","A","HAWTHORN BL","156TH ST",0,,"Y","2013-06-15",1900,"2012-01-19",733,"514216","0331","5","4","0","0",,"0","35T1PM","-","N",,0,0,,,0,,,,"N",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","A","08",0,1,0,0,0,0,0,0,0,"-","-","LAWNDALE","LOS ANGELES","CA",0,0
"5515981",-118.283992301,34.0316948961,2012,"1942","0","3","4","09",0,1,"A",,,,,,2100,1,"D","C","A","ADAMS BL","HOOVER ST",0,,"Y","2013-06-15",1942,"2012-01-18",1840,"25385","0328","5","7","0","0","C","0","18MQ15","-","N",,0,0,,,0,,,,"Y",3,"A","-",21801,"A","N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5515977",-118.324692488,33.9999590223,2012,"1942","0","2","3","11",0,1,"A","Y",,,,,600,1,"G","B","D","7TH AV","48TH ST",24,"S","N","2013-06-15",1942,"2012-01-17",330,"38494","373","5","7","0","0",,"0","3A63","-","N",,0,0,,,0,,,,"N",2,"A","-",21954,"A","F","A","H","-","C","D","0","Y","N","60",0,1,0,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5515973",-118.286142317,33.8343148295,2012,"1942","0","6","4","-",0,1,"A",,"Y",,,,1800,1,"D","G","A","24TH ST","FIGUEROA ST",3,"E","N","2013-06-15",1942,"2012-01-14",1600,"34997","0319","5","7","0","0","C","0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",0,,"N","A","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,1,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
