"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"5466590",-117.873581175,34.1469348892,2012,"1926","0","7","3","09",0,1,"A",,"Y",,,,1200,1,"H","A","A","SIERRA MADRE","GRAND",300,"W","N","2013-06-14",1926,"2012-01-08",1055,"3900",,"5","5","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"A","-",21801,"A","N","A","H","-","A","D","0","Y","A","01",0,1,0,0,0,0,1,0,0,"-","-","GLENDORA","LOS ANGELES","CA",0,0
"5466586",-117.835146069,34.1139248876,2012,"1926","0","5","4","03",0,1,"A",,,,,,2100,1,"C","C","A","GLADSTONE","SHELLMAN",105,"E","N","2013-06-14",1926,"2012-01-13",1917,"4692",,"5","5","0","0",,"0","004","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","C","D","0","Y","A","08",0,0,1,0,0,0,0,0,0,"-","-","GLENDORA","LOS ANGELES","CA",0,0
"5466582",-117.876322177,34.1286549365,2012,"1926","0","4","4","03",0,1,"A","Y",,,,,2100,1,"C","C","B","RT 66","FORESTDALE",0,,"Y","2013-09-11",1926,"2012-01-12",1919,"3900",,"5","5","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",3,"A","-",22350,,"N","A","H","-","C","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","GLENDORA","LOS ANGELES","CA",0,0
"5466578",-117.860393778,34.1360948876,2012,"1926","0","4","4","03",0,2,"A",,,,,,1800,1,"C","C","A","FOOTHILL BL","PASADENA AV",45,"E","N","2013-06-14",1926,"2012-01-12",1512,"5248",,"5","5","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","-","-","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","GLENDORA","LOS ANGELES","CA",0,0
"5466574",-118.133280104,34.045698642,2012,"1948","0","2","3","18",0,1,"A",,,,,,1800,1,"E","I","A","GRANDRIDGE AV","EL REPETTO DR",78,"S","N","2013-08-13",1948,"2012-01-03",1646,"427","1948","5","5","0","0",,"0","003","-","N",,0,0,,,0,,,,"Y",1,"C","-",0,,"N","A","H","-","A","D","0","Y","-","-",0,1,0,0,0,0,0,0,0,"-","-","MONTEREY PARK","LOS ANGELES","CA",0,0
"5466566",-118.125582661,34.0555011898,2012,"1948","0","5","4","03",0,1,"A",,,,,,2100,1,"C","C","A","SOUTH GARFIELD AV","RAMONA AV",79,"S","N","2013-06-13",1948,"2012-01-06",1942,"388","1948","5","5","0","0",,"0","003","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"F","A","H","-","C","D","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","MONTEREY PARK","LOS ANGELES","CA",0,0
"5466491",-118.24102223,33.8279148749,2012,"1977","0","1","4","09",0,2,"A",,,,,,2100,1,"A","C","A","WILMINGTON AV","220TH ST",0,,"Y","2013-06-29",1900,"2012-01-09",1940,"281365","1620","5","5","0","0",,"0","167T1","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","-","-","C","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","CARSON","LOS ANGELES","CA",0,0
"5466487",-118.283072219,33.7983049032,2012,"1977","0","1","4","09",0,2,"A",,,,,,2100,1,"A","C","A","LOMITA BL","FIGUEROA ST",0,,"Y","2013-06-29",1900,"2012-01-09",1930,"281365","1623","5","5","0","0",,"0","167T1","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","C","A","0","Y","A","07",0,0,2,0,0,0,0,0,0,"-","-","CARSON","LOS ANGELES","CA",0,0
"5466483",-118.248622235,33.8517449291,2012,"1977","0","5","4","09",0,1,"A",,,,,,2100,1,"D","C","A","CENTRAL AV","HELMICK ST",0,,"Y","2013-06-29",1900,"2012-01-06",1800,"502177","1616","5","5","0","0",,"0","164T1","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","CARSON","LOS ANGELES","CA",0,0
"5466413",-118.278750904,34.0511987431,2012,"1942","0","2","4","08",0,1,"A",,,,,,2100,1,"D","C","A","OLYMPIC BL","WESTLAKE AV",3,"W","N","2013-06-29",1942,"2012-01-17",1845,"34426","0275","5","7","0","0","B","0","1T24","-","N",,0,0,,,0,,,,"N",2,"A","-",22100,"A","F","A","H","-","C","D","0","Y","-","99",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5466401",-118.270852196,34.0258149085,2012,"1942","0","6","3","12",0,1,"A",,,,"Y",,1800,1,"D","C","A","ADAMS BL","HILL ST",0,,"Y","2013-06-07",1942,"2012-01-14",1700,"32996","1331","5","7","0","0","M","0","11TL32","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","08",0,1,0,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5466396",-118.273791866,34.0213606107,2012,"1942","0","5","4","04",0,1,"A",,,,,,1200,1,"C","C","A","HILL ST","32ND ST",127,"N","N","2013-06-15",1942,"2012-01-13",1125,"38061","1331","5","7","0","0","M","0","13T55","-","N",,0,0,,,0,,,,"N",2,"A","-",21703,,"N","A","H","-","A","D","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5466392",-118.239372291,34.0231049685,2012,"1942","0","2","4","09",0,2,"A",,,,,,1800,1,"A","C","A","ALAMEDA ST","16TH ST",0,,"Y","2013-06-15",1942,"2012-01-17",1715,"38171","1309","5","7","0","0","M","0","13T44","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","B","D","0","Y","D","22",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5466388",-118.268323459,34.0326909972,2012,"1942","0","3","4","03",0,1,"A",,"Y",,"Y",,1200,1,"D","G","A","WASHINGTON BL","GRAND AV",3,"E","N","2013-06-07",1942,"2012-01-18",1025,"38061","1321","5","7","0","0","M","0","13TL53","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","A","0","Y","L","04",0,0,1,0,0,0,1,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5466384",0,0,2012,"1942","0","3","4","10",0,1,"A","Y",,,,,900,1,"G","B","B","MONTEREY RD","N HUNTINGTON DR",8,"W","N","2013-06-22",1942,"2012-01-18",638,"31816","427","5","7","0","0",,"0","4TL43","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","A","A","0","Y","D","22",0,0,1,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5466380",-118.177192311,34.1217949075,2012,"1942","0","2","4","08",0,2,"A",,,,,,1500,1,"D","C","A","AVENUE 64","ELDER ST",0,,"N","2013-06-22",1942,"2012-01-17",1300,"31816","1128","5","7","0","0","K","0","11TL21","-","N",,0,0,,,0,,,,"N",2,"A","-",22107,,"N","A","H","-","A","D","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5466376",-118.243222184,34.0191239439,2012,"1942","0","3","4","03",0,3,"A",,,,"Y",,1800,1,"C","C","A","LONG BEACH AV W","20TH ST",120,"N","N","2013-06-07",1942,"2012-01-18",1600,"38171","1327","5","7","0","0","M","0","13T22","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","F","26",0,0,3,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5466363",-118.220640491,34.0287127969,2012,"1942","0","3","3","03",0,1,"A",,"Y",,"Y",,1200,1,"C","G","A","BOYLE AV","8TH ST",37,"N","N","2013-06-15",1942,"2012-01-04",1100,"37225","0491","5","7","0","0","D","0","11TL21","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5466361",-117.985922218,34.0233448836,2012,"1900","5","1","4","00",0,1,"B",,,,,,900,1,"D","C","A","7TH AV","CLARK AV",0,,"Y","2013-06-20",9550,"2012-01-16",700,"17719",,"1","9","0","3",,"2","003","-","N",,0,0,,,0,,,,"Y",3,"D","-",0,,"N","A","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","LOS ANGELES","CA",-117.9859,34.02329
"5466359",-118.186191989,34.0655138932,2012,"1942","0","4","4","09",0,3,"A",,,,,,900,1,"A","C","A","BOCA AV","JADE ST",4,"S","N","2013-06-15",1942,"2012-01-12",705,"31816","437","5","7","0","0",,"0","4TL43","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","A","H","-","A","A","0","Y","D","22",0,0,3,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5466356",0,0,2012,"1942","0","1","3","03",0,4,"A",,,,,,1200,1,"C","C","A","LOS FELIZ BL","GOLDEN STATE FWY EXIT",141,"W","N","2013-06-15",1942,"2012-01-16",900,"37611","1122","5","7","0","0","K","0","2TL15","-","N",,0,0,,,0,,,,"Y",3,"A","-",22350,,"N","A","H","-","A","A","0","Y","-","99",0,2,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5466351",-118.299432213,34.0908248975,2012,"1942","0","7","4","09",0,1,"B",,,,,,2400,1,"D","C","A","MARIPOSA AV","SANTA MONICA BL",0,,"Y","2013-06-15",1942,"2012-01-15",2150,"36698","0281","5","7","0","0","B","0","11TL21","-","N",,0,0,,,0,,,,"Y",2,"A","-",21802,"A","N","A","H","-","C","A","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5466347",-118.284212194,34.0583333628,2012,"1942","0","6","4","21",0,1,"A",,,,,,1200,1,"D","E","A","S HOOVER ST","W 8TH ST",220,"N","N","2013-06-15",1942,"2012-01-14",1115,"39349","0261","5","7","0","0","B","0","2TL15","-","N",,0,0,,,0,,,,"N",2,"A","-",22106,,"N","A","H","-","A","D","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5466344",-118.198946356,34.1054531075,2012,"1942","0","2","4","21",0,1,"A",,,,"Y",,1500,1,"B","C","A","AVE 52","ECHO ST",122,"N","N","2013-06-07",1942,"2012-01-17",1230,"37225","1149","5","7","0","0","K","0","13TL55","-","N",,0,0,,,0,,,,"Y",2,"A","-",22106,,"N","A","H","-","A","D","0","Y","F","25",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5466343",-118.244052131,34.05785489,2012,"1942","0","4","4","12",0,1,"B",,,,,,1200,1,"D","C","A","NORTH BROADWAY","ALISO ST",0,,"Y","2013-09-17",1942,"2012-01-05",1020,"40042","0112","5","7","0","0","A","0","1TL11","-","Y","LA",7,101,"-","-",1.181,"R","4","S","Y",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5466340",-118.249900236,34.1189596821,2012,"1942","0","2","4","08",0,2,"A",,,,"Y",,1200,1,"A","C","A","SAN FERNANDO RD","TREADWELL ST",220,"E","N","2013-06-22",1942,"2012-01-17",905,"30710","1124","5","7","0","0","K","0","4TL43","-","N",,0,0,,,0,,,,"Y",2,"A","-",22107,,"N","A","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5466336",-118.295842644,34.101762523,2012,"1942","0","7","4","03",0,1,"B",,,,,,1800,1,"C","C","A","HOLLYWOOD BL","EDGEMONT ST",100,"E","N","2013-06-07",1942,"2012-01-15",1550,"32973","1141","5","7","0","0","K","0","11TL32","-","N",,0,0,,,0,,,,"Y",3,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5466332",-118.255254186,34.0432056513,2012,"1942","0","3","3","11",0,1,"A","Y",,,,"Y",1500,1,"H","B","E","BROADWAY","8TH ST",262,"S","N","2013-06-07",1942,"2012-01-18",1450,"36160","0163","5","7","0","0","A","0","13T22","-","N",,0,0,,,0,,,,"N",2,"A","-",21954,"A","N","A","H","-","A","D","0","Y","N","60",0,1,0,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5466329",-118.058609275,33.900300853,2012,"1949","1","3","4","03",0,1,"A",,,,,,900,1,"C","C","A","RT 5","ROSECRANS AV",600,"S","N","2013-10-01",9550,"2012-01-11",840,"20282",,"1","6","0","1",,"2","501","-","Y","LA",7,5,"-","-",3.33,"H","-","N","N",5,"A","-",22350,,"N","A","H","-","A","D","1","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","NORWALK","LOS ANGELES","CA",-118.05697,33.89952
"5466328",-118.272581198,34.0265964166,2012,"1942","0","3","4","03",0,1,"A",,,,"Y",,1800,1,"C","C","A","ADAMS BL","GRAND AV",100,"W","N","2013-06-07",1942,"2012-01-18",1500,"33977","1331","5","7","0","0","M","0","4TL4","-","N",,0,0,,,0,,,,"Y",3,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","08",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5466321",-118.02417033,33.9400584326,2012,"1900","4","7","4","01",0,1,"A",,,,,"Y",300,1,"E","I","A","MULBERRY DR","RUOFF AV",30,"E","N","2013-09-11",9550,"2012-01-08",145,"19844",,"3","9","0","2",,"1","023","-","N",,0,0,,,0,,,,"Y",2,"A","-",23152,"A","N","A","H","-","C","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","LOS ANGELES","CA",-118.02359,33.93979
"5466320",-118.155308236,33.912463545,2012,"1920","1","4","4","03",0,1,"A",,,,,,1200,1,"C","C","A","RT 105","PARAMOUNT BL",800,"E","N","2013-09-12",9550,"2012-01-05",950,"20282",,"1","6","0","1",,"2","151","-","Y","LA",7,105,"-","R",14.8,"H","-","W","N",2,"A","-",22350,,"N","A","H","-","A","D","1","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","DOWNEY","LOS ANGELES","CA",-118.15475,33.91294
"5466276",-118.248282192,34.098444872,2012,"1942","0","5","4","08",0,1,"A",,,,,,1800,1,"D","C","A","RIVERSIDE DR","NEWELL ST",0,,"Y","2013-06-07",1942,"2012-01-13",1735,"36238","1145","5","7","0","0","K","0","2TL28","-","N",,0,0,,,0,,,,"Y",2,"A","-",22107,,"N","A","H","-","C","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5465830",-118.47425121,34.186346309,2012,"1942","1","4","4","03",0,1,"A",,,,,,1200,1,"C","C","A","RT 101","VICTORY BL",300,"N","N","2013-09-16",9580,"2012-01-19",945,"019417",,"1","7","0","1",,"2","405","-","Y","LA",7,405,"-","-",41.45,"H","-","S","Y",2,"A","-",22350,,"N","A","H","-","A","D","1","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",-118.47446,34.18757
"5465829",-118.474332181,34.187024891,2012,"1942","1","4","4","03",0,2,"A",,,,,,900,1,"C","C","A","RT 405","VICTORY BL",528,"N","N","2013-09-26",9580,"2012-01-19",655,"19417",,"1","7","0","1",,"2","405","-","Y","LA",7,405,"-","-",41.49,"H","-","S","N",2,"A","-",22350,,"N","A","H","-","A","D","1","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",-118.47446,34.19086
"5465827",-118.490462507,34.16529796,2012,"1942","2","2","4","03",0,1,"A",,,,,,1800,1,"C","C","A","RT 101","HAYVENHURST AV",200,"S","N","2013-09-16",9580,"2012-01-17",1730,"19033",,"2","7","0","1",,"2","102","-","Y","LA",7,101,"-","-",18.57,"H","-","N","Y",2,"A","-",22350,,"N","A","H","-","C","D","1","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",-118.49229,34.16546
"5465825",-118.398016617,34.182495368,2012,"1942","3","2","3","07",0,4,"A",,,,,,1200,1,"B","C","A","RT 170","LAUREL CANYON BL",150,"N","N","2013-09-20",9580,"2012-01-17",930,"16690",,"1","7","0","1",,"2","171","-","Y","LA",7,170,"-","R",16.85,"H","-","S","Y",5,"A","-",21658,"A","N","A","H","-","A","D","1","Y","A","01",0,1,3,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",-118.3969,34.18163
"5465804",-118.513402922,34.171267677,2012,"1942","2","1","4","08",0,2,"C",,,,"Y",,1500,1,"E","I","A","RT 101","WHITE OAK AV",1056,"S","N","2013-09-16",9580,"2012-01-23",1455,"19679",,"2","7","0","1",,"2","102","-","Y","LA",7,101,"-","-",20.03,"H","-","N","Y",1,"A","-",22107,,"N","B","H","-","A","D","1","Y","F","21",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",-118.51455,34.17116
"5465500",-118.60373103,34.090343783,2012,"1900","3","7","4","03",0,1,"B",,,,,,1200,1,"C","C","A","RT 27","OLD TOPANGA CANYON RD",170,"N","N","2013-10-04",9580,"2012-01-15",1100,"17435",,"1","9","0","1",,"1","270","-","Y","LA",7,27,"-","-",4.37,"H","-","S","Y",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","LOS ANGELES","CA",-118.60423,34.08987
"5465495",-118.214601698,34.047968777,2012,"1942","1","1","4","03",0,2,"A",,,,,,1800,1,"C","C","A","RT 5","CESAR CHAVEZ AV",500,"S","N","2013-10-08",9590,"2012-01-02",1605,"16551",,"2","7","0","1",,"2","081","-","Y","LA",7,5,"-","-",17.97,"H","-","S","Y",3,"A","-",22350,,"N","A","H","-","A","D","1","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",-118.21878,34.04104
"5465368",-117.999952852,34.0516792137,2012,"1900","4","5","4","09",0,2,"A",,,,,,900,1,"D","C","A","VALLEY BLVD","SAN ANGELO AV",90,"E","N","2013-06-08",9525,"2012-01-13",840,"014965",,"1","9","0","2",,"2","045","-","N",,0,0,,,0,,,,"Y",2,"A","-",21804,"A","N","A","H","-","A","D","0","Y","A","07",0,0,2,0,0,0,0,0,0,"-","-","UNINCORPORATED","LOS ANGELES","CA",-117.99952,34.05149
"5465358",-117.938626025,34.0505148733,2012,"1900","5","1","4","21",0,1,"A",,,,,,1500,1,"B","C","A","FRANCISQUITO AV","MULLENDER AV",14,"E","N","2013-06-05",9525,"2012-01-02",1455,"18651",,"2","9","0","3",,"2","003","-","N",,0,0,,,0,,,,"Y",2,"A","-",22106,,"N","A","H","-","A","D","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","LOS ANGELES","CA",-117.93831,34.0504
"5465357",-117.837692198,34.1067549161,2012,"1916","4","7","2","09",0,1,"A",,,,,,2100,1,"D","C","A","ARROW HWY","VALLEY CENTER AV",0,,"Y","2013-06-05",9525,"2012-01-08",1944,"20102",,"2","4","0","2",,"2","022","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","C","A","0","Y","A","01",1,0,0,0,0,0,0,0,0,"-","-","COVINA","LOS ANGELES","CA",-117.83783,34.10659
"5465353",-117.824776067,34.009009524,2012,"1990","3","3","4","03",0,2,"A",,,,,,900,1,"C","C","A","RT 60","GRAND AV",528,"W","N","2013-10-08",9525,"2012-01-11",620,"13274",,"1","5","0","1",,"2","603","-","Y","LA",7,60,"-","R",24.35,"H","-","W","Y",3,"A","-",22350,,"N","A","H","-","A","D","1","Y","A","08",0,0,2,0,0,0,0,0,0,"-","-","DIAMOND BAR","LOS ANGELES","CA",-117.82397,34.00457
"5465341",-117.830265886,34.004272108,2012,"1990","3","2","3","08",0,1,"A",,,,,,1200,1,"E","I","A","RT 60","GRAND AV",2640,"W","N","2013-10-08",9525,"2012-01-10",1145,"15443",,"1","5","0","1",,"2","603","-","Y","LA",7,60,"-","R",23.88,"H","-","W","Y",2,"A","-",22107,,"N","A","H","-","A","D","1","Y","D","22",0,1,0,0,0,0,0,0,0,"-","-","DIAMOND BAR","LOS ANGELES","CA",-117.83572,34.00195
"5465331",-117.815708393,34.11993621,2012,"1960","1","1","3","07",0,5,"A",,,,,,300,1,"C","C","A","RT 210","AMELIA AV",1000,"E","N","2013-09-11",9525,"2012-01-02",8,"020254",,"3","4","0","1",,"2","207","-","Y","LA",7,210,"-","R",44.99,"H","-","W","Y",3,"A","-",21658,"A","N","A","H","-","C","D","1","Y","A","07",0,1,4,0,0,0,0,0,0,"-","-","SAN DIMAS","LOS ANGELES","CA",-117.81576,34.12002
"5465319",-117.920922761,34.128561174,2012,"1934","1","2","4","03",0,1,"A",,,,,,1500,1,"C","C","A","RT 210","VERNON AV",1320,"W","N","2013-09-11",9525,"2012-01-03",1405,"16940",,"2","1","0","1",,"2","203","-","Y","LA",7,210,"-","R",38.71,"H","-","W","Y",3,"A","-",22350,,"N","A","H","-","A","D","1","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","IRWINDALE","LOS ANGELES","CA",-117.92196,34.12889
"5465311",-118.378732196,33.8881028878,2012,"1944","0","1","4","09",0,1,"A",,,,,,900,1,"D","C","A","AVIATION BL","12TH ST",8,"S","N","2013-06-06",1944,"2012-01-09",749,"316",,"5","4","0","0",,"0","004","-","N",,0,0,,,0,,,,"Y",2,"A","-",21804,"A","N","A","H","-","A","D","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","MANHATTAN BEACH","LOS ANGELES","CA",0,0
"5465288",-117.88133215,34.1360450011,2012,"1926","0","5","2","12",0,2,"A",,,,,,1500,1,"D","C","A","FOOTHILL BL","BARRANCA AV",0,,"Y","2013-06-05",1926,"2012-01-13",1346,"5248",,"5","5","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",3,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","07",1,0,1,0,0,0,0,0,0,"-","-","GLENDORA","LOS ANGELES","CA",0,0
"5465253",-118.370372228,33.9787052342,2012,"1942","0","7","4","03",0,2,"B",,,,,,900,1,"C","C","A","LA CIENEGA BL","LA TIJERA BL",44,"N","N","2013-06-08",1942,"2012-01-22",635,"34959","1469","5","7","0","0","N","0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5465245",-118.302993349,34.0576757691,2012,"1942","0","5","4","04",0,1,"A",,,,,,900,1,"C","C","A","8TH ST","KINGSLEY DR",30,"E","N","2013-06-15",1942,"2012-01-13",705,"39804","2044","5","7","0","0",,"0","7TL23","-","N",,0,0,,,0,,,,"Y",2,"A","-",21703,,"N","A","H","-","A","A","0","Y","I","20",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5465237",-118.304967878,34.0689785448,2012,"1942","0","7","4","07",0,1,"B",,,,,,1800,1,"B","C","A","3RD ST","HOBART BL",150,"E","N","2013-06-14",1942,"2012-01-15",1525,"39166","2023","5","7","0","0",,"0","20TL56","-","N",,0,0,,,0,,,,"N",2,"A","-",21658,"A","N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5465233",-118.314060055,34.0625715077,2012,"1942","0","4","4","08",0,1,"B",,,,,,1500,1,"D","C","A","WILTON PL","WILSHIRE BL",333,"N","N","2013-06-14",1942,"2012-01-19",1400,"33839","2002","5","7","0","0",,"0","8TL28","-","N",,0,0,,,0,,,,"Y",4,"A","-",22107,,"N","A","H","-","A","D","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5465229",-118.416885034,34.1866677862,2012,"1942","0","2","2","03",0,1,"A",,,"Y",,,2100,1,"D","C","A","VICTORY BL","ETHEL AV",387,"E","N","2013-06-07",1942,"2012-01-24",1950,"32774","929","5","7","0","0",,"0","10T37","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","C","D","0","Y","C","02",1,0,0,0,0,0,0,0,1,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5465225",-118.375225939,34.2381706292,2012,"1942","0","1","3","01",0,2,"A",,,,"Y","Y",2400,1,"B","C","A","GLENOAKS BL","PENDLETON ST",323,"N","N","2013-08-06",1942,"2012-01-23",2215,"39575","1665","5","7","0","0","P","0","16T26","-","N",,0,0,,,0,,,,"Y",2,"A","-",23152,"A","N","B","H","-","C","D","0","Y","F","26",0,1,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5465213",-117.873651596,34.1498233439,2012,"1926","0","1","3","09",0,1,"C",,,,"Y",,900,1,"D","C","A","CLOVERVIEW","PALM",180,"S","N","2013-06-15",1926,"2012-01-23",809,"6224",,"5","5","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"A","-",21804,"A","N","B","H","-","A","D","0","Y","D","22",0,1,0,0,0,0,0,0,0,"-","-","GLENDORA","LOS ANGELES","CA",0,0
"5465212",-118.239092226,34.0276149178,2012,"1942","0","7","4","10",0,1,"A","Y",,,,,600,1,"B","B","B","OLYMPIC BL","ALAMEDA AV",0,,"Y","2013-09-11",1942,"2012-01-22",540,"33436","LAPD","5","7","0","0",,"0","1309","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","C","A","0","Y","-","-",0,0,1,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5465197",-118.239852232,34.0416949405,2012,"1942","0","1","3","18",0,3,"B",,,,,,1800,1,"D","C","A","CENTRAL AV","5TH DR",0,,"Y","2013-06-06",1942,"2012-01-23",1650,"39889","1385","5","7","0","0","M","0","4TL6","-","N",,0,0,,,0,,,,"Y",3,"C","-",0,,"F","B","H","-","B","A","0","Y","-","-",0,1,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
